date,metric_name,value,segment,plan,region,domain,description
2025-10-12,Supplier Performance Score,627.4071,Mid-Market,Enterprise,APAC,Operations [Inferred] (Reasoning: This metric directly evaluates an aspect of,"Measures supplier effectiveness. This metric observes the quality,"
2025-10-12,Supplier Performance Score,664.3474,Mid-Market,Enterprise,APAC,Operations [Inferred] (Reasoning: This metric directly evaluates an aspect of,"Measures supplier effectiveness. This metric observes the quality,"
2025-11-11,Supplier Performance Score,592.11,SMB,Pro,APAC,Operations [Inferred] (Reasoning: This metric directly evaluates an aspect of,"Measures supplier effectiveness. This metric observes the quality,"
2025-11-11,Supplier Performance Score,752.5248,Enterprise,Basic,APAC,Operations [Inferred] (Reasoning: This metric directly evaluates an aspect of,"Measures supplier effectiveness. This metric observes the quality,"
2025-11-11,Supplier Performance Score,712.2979,SMB,Pro,APAC,Operations [Inferred] (Reasoning: This metric directly evaluates an aspect of,"Measures supplier effectiveness. This metric observes the quality,"
2025-12-11,Supplier Performance Score,591.8368,Mid-Market,Basic,APAC,Operations [Inferred] (Reasoning: This metric directly evaluates an aspect of,"Measures supplier effectiveness. This metric observes the quality,"
2025-12-11,Supplier Performance Score,610.5013,Mid-Market,Basic,APAC,Operations [Inferred] (Reasoning: This metric directly evaluates an aspect of,"Measures supplier effectiveness. This metric observes the quality,"
2025-12-11,Supplier Performance Score,629.2204,Enterprise,Pro,North America,Operations [Inferred] (Reasoning: This metric directly evaluates an aspect of,"Measures supplier effectiveness. This metric observes the quality,"
2025-01-15,Inventory Turnover Rate,0.2428,Mid-Market,Pro,EMEA,Operations [Inferred] (Reasoning: This metric directly assesses the efficiency of,"Measures how quickly inventory is sold or used, indicating the"
2025-01-15,Inventory Turnover Rate,0.2475,Mid-Market,Enterprise,APAC,Operations [Inferred] (Reasoning: This metric directly assesses the efficiency of,"Measures how quickly inventory is sold or used, indicating the"
2025-01-15,Inventory Turnover Rate,0.3489,Enterprise,Basic,EMEA,Operations [Inferred] (Reasoning: This metric directly assesses the efficiency of,"Measures how quickly inventory is sold or used, indicating the"
2025-02-14,Inventory Turnover Rate,0.3142,SMB,Pro,APAC,Operations [Inferred] (Reasoning: This metric directly assesses the efficiency of,"Measures how quickly inventory is sold or used, indicating the"
2025-02-14,Inventory Turnover Rate,0.3267,SMB,Basic,APAC,Operations [Inferred] (Reasoning: This metric directly assesses the efficiency of,"Measures how quickly inventory is sold or used, indicating the"
2025-02-14,Inventory Turnover Rate,0.2926,Mid-Market,Pro,North America,Operations [Inferred] (Reasoning: This metric directly assesses the efficiency of,"Measures how quickly inventory is sold or used, indicating the"
2025-03-16,Inventory Turnover Rate,0.2423,Enterprise,Enterprise,North America,Operations [Inferred] (Reasoning: This metric directly assesses the efficiency of,"Measures how quickly inventory is sold or used, indicating the"
2025-03-16,Inventory Turnover Rate,0.2859,Mid-Market,Basic,North America,Operations [Inferred] (Reasoning: This metric directly assesses the efficiency of,"Measures how quickly inventory is sold or used, indicating the"
2025-03-16,Inventory Turnover Rate,0.2375,SMB,Pro,North America,Operations [Inferred] (Reasoning: This metric directly assesses the efficiency of,"Measures how quickly inventory is sold or used, indicating the"
2025-04-15,Inventory Turnover Rate,0.3304,Mid-Market,Basic,APAC,Operations [Inferred] (Reasoning: This metric directly assesses the efficiency of,"Measures how quickly inventory is sold or used, indicating the"
2025-04-15,Inventory Turnover Rate,0.2769,Mid-Market,Pro,EMEA,Operations [Inferred] (Reasoning: This metric directly assesses the efficiency of,"Measures how quickly inventory is sold or used, indicating the"
2025-04-15,Inventory Turnover Rate,0.2665,Enterprise,Basic,North America,Operations [Inferred] (Reasoning: This metric directly assesses the efficiency of,"Measures how quickly inventory is sold or used, indicating the"
2025-05-15,Inventory Turnover Rate,0.346,Enterprise,Basic,EMEA,Operations [Inferred] (Reasoning: This metric directly assesses the efficiency of,"Measures how quickly inventory is sold or used, indicating the"
2025-05-15,Inventory Turnover Rate,0.2498,Enterprise,Basic,EMEA,Operations [Inferred] (Reasoning: This metric directly assesses the efficiency of,"Measures how quickly inventory is sold or used, indicating the"
2025-05-15,Inventory Turnover Rate,0.2901,Mid-Market,Enterprise,EMEA,Operations [Inferred] (Reasoning: This metric directly assesses the efficiency of,"Measures how quickly inventory is sold or used, indicating the"
2025-06-14,Inventory Turnover Rate,0.3046,SMB,Basic,EMEA,Operations [Inferred] (Reasoning: This metric directly assesses the efficiency of,"Measures how quickly inventory is sold or used, indicating the"
2025-06-14,Inventory Turnover Rate,0.2651,Mid-Market,Enterprise,North America,Operations [Inferred] (Reasoning: This metric directly assesses the efficiency of,"Measures how quickly inventory is sold or used, indicating the"
2025-06-14,Inventory Turnover Rate,0.2531,SMB,Enterprise,North America,Operations [Inferred] (Reasoning: This metric directly assesses the efficiency of,"Measures how quickly inventory is sold or used, indicating the"
2025-07-14,Inventory Turnover Rate,0.2647,SMB,Basic,North America,Operations [Inferred] (Reasoning: This metric directly assesses the efficiency of,"Measures how quickly inventory is sold or used, indicating the"
2025-07-14,Inventory Turnover Rate,0.3107,SMB,Basic,APAC,Operations [Inferred] (Reasoning: This metric directly assesses the efficiency of,"Measures how quickly inventory is sold or used, indicating the"
2025-07-14,Inventory Turnover Rate,0.3518,SMB,Enterprise,APAC,Operations [Inferred] (Reasoning: This metric directly assesses the efficiency of,"Measures how quickly inventory is sold or used, indicating the"
2025-08-13,Inventory Turnover Rate,0.3521,SMB,Enterprise,North America,Operations [Inferred] (Reasoning: This metric directly assesses the efficiency of,"Measures how quickly inventory is sold or used, indicating the"
2025-08-13,Inventory Turnover Rate,0.2494,SMB,Enterprise,EMEA,Operations [Inferred] (Reasoning: This metric directly assesses the efficiency of,"Measures how quickly inventory is sold or used, indicating the"
2025-08-13,Inventory Turnover Rate,0.2808,Mid-Market,Pro,EMEA,Operations [Inferred] (Reasoning: This metric directly assesses the efficiency of,"Measures how quickly inventory is sold or used, indicating the"
2025-09-12,Inventory Turnover Rate,0.363,Mid-Market,Basic,APAC,Operations [Inferred] (Reasoning: This metric directly assesses the efficiency of,"Measures how quickly inventory is sold or used, indicating the"
2025-09-12,Inventory Turnover Rate,0.2534,Enterprise,Enterprise,APAC,Operations [Inferred] (Reasoning: This metric directly assesses the efficiency of,"Measures how quickly inventory is sold or used, indicating the"
2025-09-12,Inventory Turnover Rate,0.284,Enterprise,Pro,North America,Operations [Inferred] (Reasoning: This metric directly assesses the efficiency of,"Measures how quickly inventory is sold or used, indicating the"
2025-10-12,Inventory Turnover Rate,0.3784,SMB,Pro,EMEA,Operations [Inferred] (Reasoning: This metric directly assesses the efficiency of,"Measures how quickly inventory is sold or used, indicating the"
2025-10-12,Inventory Turnover Rate,0.3452,SMB,Pro,North America,Operations [Inferred] (Reasoning: This metric directly assesses the efficiency of,"Measures how quickly inventory is sold or used, indicating the"
2025-10-12,Inventory Turnover Rate,0.334,Enterprise,Pro,EMEA,Operations [Inferred] (Reasoning: This metric directly assesses the efficiency of,"Measures how quickly inventory is sold or used, indicating the"
2025-11-11,Inventory Turnover Rate,0.3426,SMB,Basic,EMEA,Operations [Inferred] (Reasoning: This metric directly assesses the efficiency of,"Measures how quickly inventory is sold or used, indicating the"
2025-11-11,Inventory Turnover Rate,0.3149,SMB,Basic,APAC,Operations [Inferred] (Reasoning: This metric directly assesses the efficiency of,"Measures how quickly inventory is sold or used, indicating the"
2025-11-11,Inventory Turnover Rate,0.2923,SMB,Pro,North America,Operations [Inferred] (Reasoning: This metric directly assesses the efficiency of,"Measures how quickly inventory is sold or used, indicating the"
2025-12-11,Inventory Turnover Rate,0.2701,Mid-Market,Basic,APAC,Operations [Inferred] (Reasoning: This metric directly assesses the efficiency of,"Measures how quickly inventory is sold or used, indicating the"
2025-12-11,Inventory Turnover Rate,0.3913,Enterprise,Basic,EMEA,Operations [Inferred] (Reasoning: This metric directly assesses the efficiency of,"Measures how quickly inventory is sold or used, indicating the"
2025-12-11,Inventory Turnover Rate,0.2806,Enterprise,Pro,North America,Operations [Inferred] (Reasoning: This metric directly assesses the efficiency of,"Measures how quickly inventory is sold or used, indicating the"
2025-01-15,Bottleneck Frequency,437.0456,Enterprise,Pro,EMEA,"Operations [240, Inferred] (Reasoning: This metric directly addresses",Measures how often bottlenecks occur in a value stream. Also referred
2025-01-15,Bottleneck Frequency,342.3504,Mid-Market,Enterprise,EMEA,"Operations [240, Inferred] (Reasoning: This metric directly addresses",Measures how often bottlenecks occur in a value stream. Also referred
2025-01-15,Bottleneck Frequency,368.8301,Enterprise,Basic,APAC,"Operations [240, Inferred] (Reasoning: This metric directly addresses",Measures how often bottlenecks occur in a value stream. Also referred
2025-02-14,Bottleneck Frequency,397.3713,Mid-Market,Basic,EMEA,"Operations [240, Inferred] (Reasoning: This metric directly addresses",Measures how often bottlenecks occur in a value stream. Also referred
2025-02-14,Bottleneck Frequency,376.1952,SMB,Pro,APAC,"Operations [240, Inferred] (Reasoning: This metric directly addresses",Measures how often bottlenecks occur in a value stream. Also referred
2025-02-14,Bottleneck Frequency,374.8193,SMB,Enterprise,EMEA,"Operations [240, Inferred] (Reasoning: This metric directly addresses",Measures how often bottlenecks occur in a value stream. Also referred
2025-03-16,Bottleneck Frequency,369.009,Mid-Market,Pro,North America,"Operations [240, Inferred] (Reasoning: This metric directly addresses",Measures how often bottlenecks occur in a value stream. Also referred
2025-03-16,Bottleneck Frequency,499.8585,SMB,Pro,EMEA,"Operations [240, Inferred] (Reasoning: This metric directly addresses",Measures how often bottlenecks occur in a value stream. Also referred
2025-03-16,Bottleneck Frequency,349.6419,Mid-Market,Pro,EMEA,"Operations [240, Inferred] (Reasoning: This metric directly addresses",Measures how often bottlenecks occur in a value stream. Also referred
2025-04-15,Bottleneck Frequency,413.4259,SMB,Basic,EMEA,"Operations [240, Inferred] (Reasoning: This metric directly addresses",Measures how often bottlenecks occur in a value stream. Also referred
2025-04-15,Bottleneck Frequency,483.4271,SMB,Basic,APAC,"Operations [240, Inferred] (Reasoning: This metric directly addresses",Measures how often bottlenecks occur in a value stream. Also referred
2025-04-15,Bottleneck Frequency,414.4029,Mid-Market,Pro,North America,"Operations [240, Inferred] (Reasoning: This metric directly addresses",Measures how often bottlenecks occur in a value stream. Also referred
2025-05-15,Bottleneck Frequency,478.7538,SMB,Pro,APAC,"Operations [240, Inferred] (Reasoning: This metric directly addresses",Measures how often bottlenecks occur in a value stream. Also referred
2025-05-15,Bottleneck Frequency,449.3161,SMB,Pro,North America,"Operations [240, Inferred] (Reasoning: This metric directly addresses",Measures how often bottlenecks occur in a value stream. Also referred
2025-05-15,Bottleneck Frequency,520.0359,SMB,Pro,APAC,"Operations [240, Inferred] (Reasoning: This metric directly addresses",Measures how often bottlenecks occur in a value stream. Also referred
2025-06-14,Bottleneck Frequency,387.9157,Enterprise,Enterprise,North America,"Operations [240, Inferred] (Reasoning: This metric directly addresses",Measures how often bottlenecks occur in a value stream. Also referred
2025-06-14,Bottleneck Frequency,457.5987,Mid-Market,Pro,APAC,"Operations [240, Inferred] (Reasoning: This metric directly addresses",Measures how often bottlenecks occur in a value stream. Also referred
2025-06-14,Bottleneck Frequency,530.7586,Enterprise,Basic,EMEA,"Operations [240, Inferred] (Reasoning: This metric directly addresses",Measures how often bottlenecks occur in a value stream. Also referred
2025-07-14,Bottleneck Frequency,477.4114,Enterprise,Pro,EMEA,"Operations [240, Inferred] (Reasoning: This metric directly addresses",Measures how often bottlenecks occur in a value stream. Also referred
2025-07-14,Bottleneck Frequency,379.5943,Enterprise,Pro,APAC,"Operations [240, Inferred] (Reasoning: This metric directly addresses",Measures how often bottlenecks occur in a value stream. Also referred
2025-07-14,Bottleneck Frequency,414.399,Enterprise,Pro,EMEA,"Operations [240, Inferred] (Reasoning: This metric directly addresses",Measures how often bottlenecks occur in a value stream. Also referred
2025-08-13,Bottleneck Frequency,423.2054,SMB,Basic,APAC,"Operations [240, Inferred] (Reasoning: This metric directly addresses",Measures how often bottlenecks occur in a value stream. Also referred
2025-08-13,Bottleneck Frequency,485.3146,Mid-Market,Basic,North America,"Operations [240, Inferred] (Reasoning: This metric directly addresses",Measures how often bottlenecks occur in a value stream. Also referred
2025-08-13,Bottleneck Frequency,428.2888,SMB,Pro,North America,"Operations [240, Inferred] (Reasoning: This metric directly addresses",Measures how often bottlenecks occur in a value stream. Also referred
2025-09-12,Bottleneck Frequency,395.8414,SMB,Pro,APAC,"Operations [240, Inferred] (Reasoning: This metric directly addresses",Measures how often bottlenecks occur in a value stream. Also referred
2025-09-12,Bottleneck Frequency,499.4052,SMB,Pro,North America,"Operations [240, Inferred] (Reasoning: This metric directly addresses",Measures how often bottlenecks occur in a value stream. Also referred
2025-09-12,Bottleneck Frequency,472.5448,SMB,Basic,EMEA,"Operations [240, Inferred] (Reasoning: This metric directly addresses",Measures how often bottlenecks occur in a value stream. Also referred
2025-10-12,Bottleneck Frequency,481.6768,Enterprise,Basic,North America,"Operations [240, Inferred] (Reasoning: This metric directly addresses",Measures how often bottlenecks occur in a value stream. Also referred
2025-10-12,Bottleneck Frequency,511.3458,SMB,Enterprise,North America,"Operations [240, Inferred] (Reasoning: This metric directly addresses",Measures how often bottlenecks occur in a value stream. Also referred
2025-10-12,Bottleneck Frequency,428.7368,Enterprise,Pro,EMEA,"Operations [240, Inferred] (Reasoning: This metric directly addresses",Measures how often bottlenecks occur in a value stream. Also referred
2025-11-11,Bottleneck Frequency,545.4327,SMB,Pro,North America,"Operations [240, Inferred] (Reasoning: This metric directly addresses",Measures how often bottlenecks occur in a value stream. Also referred
2025-11-11,Bottleneck Frequency,490.3923,Mid-Market,Basic,APAC,"Operations [240, Inferred] (Reasoning: This metric directly addresses",Measures how often bottlenecks occur in a value stream. Also referred
2025-11-11,Bottleneck Frequency,498.7816,Mid-Market,Enterprise,APAC,"Operations [240, Inferred] (Reasoning: This metric directly addresses",Measures how often bottlenecks occur in a value stream. Also referred
2025-12-11,Bottleneck Frequency,581.8971,Enterprise,Pro,North America,"Operations [240, Inferred] (Reasoning: This metric directly addresses",Measures how often bottlenecks occur in a value stream. Also referred
2025-12-11,Bottleneck Frequency,599.1493,SMB,Basic,APAC,"Operations [240, Inferred] (Reasoning: This metric directly addresses",Measures how often bottlenecks occur in a value stream. Also referred
2025-12-11,Bottleneck Frequency,573.2927,SMB,Enterprise,North America,"Operations [240, Inferred] (Reasoning: This metric directly addresses",Measures how often bottlenecks occur in a value stream. Also referred
2025-01-15,Workflow Clarity Score,523.8856,SMB,Pro,EMEA,"Operations [815, Inferred] (Reasoning: This metric explicitly addresses","Measures operational clarity, decision flow, and workflow confidence."
2025-01-15,Workflow Clarity Score,524.5999,Mid-Market,Pro,EMEA,"Operations [815, Inferred] (Reasoning: This metric explicitly addresses","Measures operational clarity, decision flow, and workflow confidence."
2025-01-15,Workflow Clarity Score,619.545,Mid-Market,Pro,APAC,"Operations [815, Inferred] (Reasoning: This metric explicitly addresses","Measures operational clarity, decision flow, and workflow confidence."
2025-02-14,Workflow Clarity Score,798.4147,SMB,Basic,APAC,"Operations [815, Inferred] (Reasoning: This metric explicitly addresses","Measures operational clarity, decision flow, and workflow confidence."
2025-02-14,Workflow Clarity Score,560.9147,SMB,Pro,EMEA,"Operations [815, Inferred] (Reasoning: This metric explicitly addresses","Measures operational clarity, decision flow, and workflow confidence."
2025-02-14,Workflow Clarity Score,646.0967,Enterprise,Basic,EMEA,"Operations [815, Inferred] (Reasoning: This metric explicitly addresses","Measures operational clarity, decision flow, and workflow confidence."
2025-03-16,Workflow Clarity Score,620.5792,Enterprise,Enterprise,APAC,"Operations [815, Inferred] (Reasoning: This metric explicitly addresses","Measures operational clarity, decision flow, and workflow confidence."
2025-03-16,Workflow Clarity Score,713.92,Mid-Market,Enterprise,EMEA,"Operations [815, Inferred] (Reasoning: This metric explicitly addresses","Measures operational clarity, decision flow, and workflow confidence."
2025-03-16,Workflow Clarity Score,773.3235,SMB,Pro,EMEA,"Operations [815, Inferred] (Reasoning: This metric explicitly addresses","Measures operational clarity, decision flow, and workflow confidence."
2025-04-15,Workflow Clarity Score,693.851,SMB,Enterprise,APAC,"Operations [815, Inferred] (Reasoning: This metric explicitly addresses","Measures operational clarity, decision flow, and workflow confidence."
2025-04-15,Workflow Clarity Score,748.8875,Enterprise,Pro,APAC,"Operations [815, Inferred] (Reasoning: This metric explicitly addresses","Measures operational clarity, decision flow, and workflow confidence."
2025-04-15,Workflow Clarity Score,682.2015,Enterprise,Pro,North America,"Operations [815, Inferred] (Reasoning: This metric explicitly addresses","Measures operational clarity, decision flow, and workflow confidence."
2025-05-15,Workflow Clarity Score,652.5495,SMB,Basic,North America,"Operations [815, Inferred] (Reasoning: This metric explicitly addresses","Measures operational clarity, decision flow, and workflow confidence."
2025-05-15,Workflow Clarity Score,660.5731,SMB,Enterprise,EMEA,"Operations [815, Inferred] (Reasoning: This metric explicitly addresses","Measures operational clarity, decision flow, and workflow confidence."
2025-05-15,Workflow Clarity Score,762.9649,SMB,Basic,APAC,"Operations [815, Inferred] (Reasoning: This metric explicitly addresses","Measures operational clarity, decision flow, and workflow confidence."
2025-06-14,Workflow Clarity Score,616.2945,SMB,Basic,North America,"Operations [815, Inferred] (Reasoning: This metric explicitly addresses","Measures operational clarity, decision flow, and workflow confidence."
2025-06-14,Workflow Clarity Score,548.2846,Mid-Market,Basic,EMEA,"Operations [815, Inferred] (Reasoning: This metric explicitly addresses","Measures operational clarity, decision flow, and workflow confidence."
2025-06-14,Workflow Clarity Score,740.0252,Mid-Market,Basic,EMEA,"Operations [815, Inferred] (Reasoning: This metric explicitly addresses","Measures operational clarity, decision flow, and workflow confidence."
2025-07-14,Workflow Clarity Score,540.2795,SMB,Enterprise,North America,"Operations [815, Inferred] (Reasoning: This metric explicitly addresses","Measures operational clarity, decision flow, and workflow confidence."
2025-07-14,Workflow Clarity Score,609.8382,Mid-Market,Pro,North America,"Operations [815, Inferred] (Reasoning: This metric explicitly addresses","Measures operational clarity, decision flow, and workflow confidence."
2025-07-14,Workflow Clarity Score,702.0808,SMB,Enterprise,North America,"Operations [815, Inferred] (Reasoning: This metric explicitly addresses","Measures operational clarity, decision flow, and workflow confidence."
2025-08-13,Workflow Clarity Score,619.7995,Mid-Market,Pro,APAC,"Operations [815, Inferred] (Reasoning: This metric explicitly addresses","Measures operational clarity, decision flow, and workflow confidence."
2025-08-13,Workflow Clarity Score,685.6898,Enterprise,Pro,North America,"Operations [815, Inferred] (Reasoning: This metric explicitly addresses","Measures operational clarity, decision flow, and workflow confidence."
2025-08-13,Workflow Clarity Score,526.6934,Enterprise,Pro,EMEA,"Operations [815, Inferred] (Reasoning: This metric explicitly addresses","Measures operational clarity, decision flow, and workflow confidence."
2025-09-12,Workflow Clarity Score,581.5289,SMB,Pro,EMEA,"Operations [815, Inferred] (Reasoning: This metric explicitly addresses","Measures operational clarity, decision flow, and workflow confidence."
2025-09-12,Workflow Clarity Score,656.8673,Mid-Market,Pro,EMEA,"Operations [815, Inferred] (Reasoning: This metric explicitly addresses","Measures operational clarity, decision flow, and workflow confidence."
2025-09-12,Workflow Clarity Score,751.8555,Enterprise,Pro,EMEA,"Operations [815, Inferred] (Reasoning: This metric explicitly addresses","Measures operational clarity, decision flow, and workflow confidence."
2025-10-12,Workflow Clarity Score,648.1352,Mid-Market,Enterprise,EMEA,"Operations [815, Inferred] (Reasoning: This metric explicitly addresses","Measures operational clarity, decision flow, and workflow confidence."
2025-10-12,Workflow Clarity Score,621.8879,Mid-Market,Enterprise,APAC,"Operations [815, Inferred] (Reasoning: This metric explicitly addresses","Measures operational clarity, decision flow, and workflow confidence."
2025-10-12,Workflow Clarity Score,525.8458,Enterprise,Enterprise,EMEA,"Operations [815, Inferred] (Reasoning: This metric explicitly addresses","Measures operational clarity, decision flow, and workflow confidence."
2025-11-11,Workflow Clarity Score,600.6333,Enterprise,Pro,EMEA,"Operations [815, Inferred] (Reasoning: This metric explicitly addresses","Measures operational clarity, decision flow, and workflow confidence."
2025-11-11,Workflow Clarity Score,700.9578,Mid-Market,Pro,EMEA,"Operations [815, Inferred] (Reasoning: This metric explicitly addresses","Measures operational clarity, decision flow, and workflow confidence."
2025-11-11,Workflow Clarity Score,733.6955,SMB,Enterprise,North America,"Operations [815, Inferred] (Reasoning: This metric explicitly addresses","Measures operational clarity, decision flow, and workflow confidence."
2025-12-11,Workflow Clarity Score,803.3941,SMB,Enterprise,EMEA,"Operations [815, Inferred] (Reasoning: This metric explicitly addresses","Measures operational clarity, decision flow, and workflow confidence."
2025-12-11,Workflow Clarity Score,694.9685,Enterprise,Pro,APAC,"Operations [815, Inferred] (Reasoning: This metric explicitly addresses","Measures operational clarity, decision flow, and workflow confidence."
2025-12-11,Workflow Clarity Score,553.1965,Enterprise,Basic,North America,"Operations [815, Inferred] (Reasoning: This metric explicitly addresses","Measures operational clarity, decision flow, and workflow confidence."
2025-01-15,Decision Bottleneck Indicator,932.2229,Enterprise,Enterprise,EMEA,"Operations, Strategy, System Health [251, 813, Inferred] (Reasoning:",Identifies where approvals stall or execution lacks accountability.
2025-01-15,Decision Bottleneck Indicator,1087.8672,SMB,Basic,APAC,"Operations, Strategy, System Health [251, 813, Inferred] (Reasoning:",Identifies where approvals stall or execution lacks accountability.
2025-01-15,Decision Bottleneck Indicator,878.2186,Enterprise,Enterprise,North America,"Operations, Strategy, System Health [251, 813, Inferred] (Reasoning:",Identifies where approvals stall or execution lacks accountability.
2025-02-14,Decision Bottleneck Indicator,925.8044,Mid-Market,Pro,North America,"Operations, Strategy, System Health [251, 813, Inferred] (Reasoning:",Identifies where approvals stall or execution lacks accountability.
2025-02-14,Decision Bottleneck Indicator,1037.3705,Enterprise,Pro,EMEA,"Operations, Strategy, System Health [251, 813, Inferred] (Reasoning:",Identifies where approvals stall or execution lacks accountability.
2025-02-14,Decision Bottleneck Indicator,1126.0193,SMB,Basic,EMEA,"Operations, Strategy, System Health [251, 813, Inferred] (Reasoning:",Identifies where approvals stall or execution lacks accountability.
2025-03-16,Decision Bottleneck Indicator,770.6542,Enterprise,Basic,North America,"Operations, Strategy, System Health [251, 813, Inferred] (Reasoning:",Identifies where approvals stall or execution lacks accountability.
2025-03-16,Decision Bottleneck Indicator,981.238,Enterprise,Pro,EMEA,"Operations, Strategy, System Health [251, 813, Inferred] (Reasoning:",Identifies where approvals stall or execution lacks accountability.
2025-03-16,Decision Bottleneck Indicator,1132.745,Mid-Market,Enterprise,EMEA,"Operations, Strategy, System Health [251, 813, Inferred] (Reasoning:",Identifies where approvals stall or execution lacks accountability.
2025-04-15,Decision Bottleneck Indicator,1137.2581,Enterprise,Pro,EMEA,"Operations, Strategy, System Health [251, 813, Inferred] (Reasoning:",Identifies where approvals stall or execution lacks accountability.
2025-04-15,Decision Bottleneck Indicator,858.663,Enterprise,Enterprise,North America,"Operations, Strategy, System Health [251, 813, Inferred] (Reasoning:",Identifies where approvals stall or execution lacks accountability.
2025-04-15,Decision Bottleneck Indicator,1081.4623,SMB,Pro,EMEA,"Operations, Strategy, System Health [251, 813, Inferred] (Reasoning:",Identifies where approvals stall or execution lacks accountability.
2025-05-15,Decision Bottleneck Indicator,1081.931,Mid-Market,Basic,EMEA,"Operations, Strategy, System Health [251, 813, Inferred] (Reasoning:",Identifies where approvals stall or execution lacks accountability.
2025-05-15,Decision Bottleneck Indicator,1103.6118,Mid-Market,Basic,EMEA,"Operations, Strategy, System Health [251, 813, Inferred] (Reasoning:",Identifies where approvals stall or execution lacks accountability.
2025-05-15,Decision Bottleneck Indicator,997.748,SMB,Basic,EMEA,"Operations, Strategy, System Health [251, 813, Inferred] (Reasoning:",Identifies where approvals stall or execution lacks accountability.
2025-06-14,Decision Bottleneck Indicator,808.5046,SMB,Basic,North America,"Operations, Strategy, System Health [251, 813, Inferred] (Reasoning:",Identifies where approvals stall or execution lacks accountability.
2025-06-14,Decision Bottleneck Indicator,815.6585,SMB,Pro,EMEA,"Operations, Strategy, System Health [251, 813, Inferred] (Reasoning:",Identifies where approvals stall or execution lacks accountability.
2025-06-14,Decision Bottleneck Indicator,866.9021,Enterprise,Basic,APAC,"Operations, Strategy, System Health [251, 813, Inferred] (Reasoning:",Identifies where approvals stall or execution lacks accountability.
2025-07-14,Decision Bottleneck Indicator,815.1333,Enterprise,Basic,APAC,"Operations, Strategy, System Health [251, 813, Inferred] (Reasoning:",Identifies where approvals stall or execution lacks accountability.
2025-07-14,Decision Bottleneck Indicator,922.2682,Mid-Market,Enterprise,EMEA,"Operations, Strategy, System Health [251, 813, Inferred] (Reasoning:",Identifies where approvals stall or execution lacks accountability.
2025-07-14,Decision Bottleneck Indicator,879.3948,SMB,Enterprise,North America,"Operations, Strategy, System Health [251, 813, Inferred] (Reasoning:",Identifies where approvals stall or execution lacks accountability.
2025-08-13,Decision Bottleneck Indicator,1009.0781,Enterprise,Basic,EMEA,"Operations, Strategy, System Health [251, 813, Inferred] (Reasoning:",Identifies where approvals stall or execution lacks accountability.
2025-08-13,Decision Bottleneck Indicator,757.0867,SMB,Basic,EMEA,"Operations, Strategy, System Health [251, 813, Inferred] (Reasoning:",Identifies where approvals stall or execution lacks accountability.
2025-08-13,Decision Bottleneck Indicator,953.0489,Enterprise,Enterprise,EMEA,"Operations, Strategy, System Health [251, 813, Inferred] (Reasoning:",Identifies where approvals stall or execution lacks accountability.
2025-09-12,Decision Bottleneck Indicator,993.9274,Enterprise,Enterprise,North America,"Operations, Strategy, System Health [251, 813, Inferred] (Reasoning:",Identifies where approvals stall or execution lacks accountability.
2025-09-12,Decision Bottleneck Indicator,799.8207,Enterprise,Pro,APAC,"Operations, Strategy, System Health [251, 813, Inferred] (Reasoning:",Identifies where approvals stall or execution lacks accountability.
2025-09-12,Decision Bottleneck Indicator,916.6265,Mid-Market,Basic,North America,"Operations, Strategy, System Health [251, 813, Inferred] (Reasoning:",Identifies where approvals stall or execution lacks accountability.
2025-10-12,Decision Bottleneck Indicator,985.4684,Enterprise,Basic,North America,"Operations, Strategy, System Health [251, 813, Inferred] (Reasoning:",Identifies where approvals stall or execution lacks accountability.
2025-10-12,Decision Bottleneck Indicator,1012.4183,Enterprise,Enterprise,North America,"Operations, Strategy, System Health [251, 813, Inferred] (Reasoning:",Identifies where approvals stall or execution lacks accountability.
2025-10-12,Decision Bottleneck Indicator,760.1886,Mid-Market,Pro,North America,"Operations, Strategy, System Health [251, 813, Inferred] (Reasoning:",Identifies where approvals stall or execution lacks accountability.
2025-11-11,Decision Bottleneck Indicator,714.2802,Enterprise,Enterprise,APAC,"Operations, Strategy, System Health [251, 813, Inferred] (Reasoning:",Identifies where approvals stall or execution lacks accountability.
2025-11-11,Decision Bottleneck Indicator,1009.4078,Enterprise,Enterprise,EMEA,"Operations, Strategy, System Health [251, 813, Inferred] (Reasoning:",Identifies where approvals stall or execution lacks accountability.
2025-11-11,Decision Bottleneck Indicator,879.5939,Enterprise,Enterprise,EMEA,"Operations, Strategy, System Health [251, 813, Inferred] (Reasoning:",Identifies where approvals stall or execution lacks accountability.
2025-12-11,Decision Bottleneck Indicator,811.0026,SMB,Enterprise,North America,"Operations, Strategy, System Health [251, 813, Inferred] (Reasoning:",Identifies where approvals stall or execution lacks accountability.
2025-12-11,Decision Bottleneck Indicator,855.5996,Enterprise,Basic,North America,"Operations, Strategy, System Health [251, 813, Inferred] (Reasoning:",Identifies where approvals stall or execution lacks accountability.
2025-12-11,Decision Bottleneck Indicator,777.274,Mid-Market,Pro,APAC,"Operations, Strategy, System Health [251, 813, Inferred] (Reasoning:",Identifies where approvals stall or execution lacks accountability.
2025-01-15,Collaboration & Hand-off Confidence,107.2787,Mid-Market,Basic,North America,"Operations [Inferred] (Reasoning: While encompassing cultural aspects, the","Measures cross-team trust, communication, and accountability, assessing"
